Symbol,Company Name,Exchange,Sector
TYO:7751,Canon Inc.,Tokyo Stock Exchange,Technology
TYO:4543,Terumo Corporation,Tokyo Stock Exchange,Healthcare
TYO:4578,"Otsuka Holdings Co., Ltd.",Tokyo Stock Exchange,Healthcare
TYO:4901,FUJIFILM Holdings Corporation,Tokyo Stock Exchange,Industrials
TYO:8801,"Mitsui Fudosan Co., Ltd.",Tokyo Stock Exchange,Real Estate
TYO:8267,"Aeon Co., Ltd.",Tokyo Stock Exchange,Consumer Discretionary
TYO:4689,LY Corporation,Tokyo Stock Exchange,Communication Services
TYO:6752,Panasonic Holdings Corporation,Tokyo Stock Exchange,Technology
TYO:6146,Disco Corporation,Tokyo Stock Exchange,Technology
TYO:6954,Fanuc Corporation,Tokyo Stock Exchange,Industrials
TYO:2802,"Ajinomoto Co., Inc.",Tokyo Stock Exchange,Consumer Staples
TYO:8591,ORIX Corporation,Tokyo Stock Exchange,Financials
TYO:6723,Renesas Electronics Corporation,Tokyo Stock Exchange,Technology
TYO:6273,SMC Corporation,Tokyo Stock Exchange,Industrials
TYO:9020,East Japan Railway Company,Tokyo Stock Exchange,Industrials
TYO:8802,"Mitsubishi Estate Co., Ltd.",Tokyo Stock Exchange,Real Estate
TYO:4307,"Nomura Research Institute, Ltd.",Tokyo Stock Exchange,Technology
TYO:7269,Suzuki Motor Corporation,Tokyo Stock Exchange,Consumer Discretionary
TYO:6594,Nidec Corporation,Tokyo Stock Exchange,Industrials
TYO:8015,Toyota Tsusho Corporation,Tokyo Stock Exchange,Industrials
TYO:4452,Kao Corporation,Tokyo Stock Exchange,Consumer Staples
TYO:7832,BANDAI NAMCO Holdings Inc.,Tokyo Stock Exchange,Consumer Discretionary
TYO:9022,Central Japan Railway Company,Tokyo Stock Exchange,Industrials
TYO:1925,"Daiwa House Industry Co., Ltd.",Tokyo Stock Exchange,Real Estate
TYO:5401,Nippon Steel Corporation,Tokyo Stock Exchange,Materials
TYO:8308,"Resona Holdings, Inc.",Tokyo Stock Exchange,Financials
TYO:6762,TDK Corporation,Tokyo Stock Exchange,Technology
TYO:2502,"Asahi Group Holdings, Ltd.",Tokyo Stock Exchange,Consumer Staples
TYO:7532,Pan Pacific International Holdings Corporation,Tokyo Stock Exchange,Consumer Staples
TYO:9766,Konami Group Corporation,Tokyo Stock Exchange,Technology
TYO:8309,"Sumitomo Mitsui Trust Group, Inc.",Tokyo Stock Exchange,Financials
TYO:4612,"Nippon Paint Holdings Co., Ltd.",Tokyo Stock Exchange,Materials
TYO:8604,"Nomura Holdings, Inc.",Tokyo Stock Exchange,Financials
TYO:8830,"Sumitomo Realty & Development Co., Ltd.",Tokyo Stock Exchange,Real Estate
TYO:4503,Astellas Pharma Inc.,Tokyo Stock Exchange,Healthcare
TYO:7936,ASICS Corporation,Tokyo Stock Exchange,Consumer Discretionary
TYO:1605,Inpex Corporation,Tokyo Stock Exchange,Energy
TYO:6971,Kyocera Corporation,Tokyo Stock Exchange,Technology
TYO:5802,"Sumitomo Electric Industries, Ltd.",Tokyo Stock Exchange,Consumer Discretionary
TYO:7013,IHI Corporation,Tokyo Stock Exchange,Industrials
TYO:4684,"OBIC Co.,Ltd.",Tokyo Stock Exchange,Technology
TYO:4091,Nippon Sanso Holdings Corporation,Tokyo Stock Exchange,Materials
TYO:9735,"SECOM CO., LTD.",Tokyo Stock Exchange,Industrials
TYO:9101,Nippon Yusen Kabushiki Kaisha,Tokyo Stock Exchange,Industrials
TYO:7733,Olympus Corporation,Tokyo Stock Exchange,Healthcare
TYO:4716,Oracle Corporation Japan,Tokyo Stock Exchange,Technology
TYO:4507,"Shionogi & Co., Ltd.",Tokyo Stock Exchange,Healthcare
TYO:3659,"NEXON Co., Ltd.",Tokyo Stock Exchange,Technology
TYO:8113,Unicharm Corporation,Tokyo Stock Exchange,Consumer Staples
TYO:1928,"Sekisui House, Ltd.",Tokyo Stock Exchange,Consumer Discretionary
TYO:5020,"ENEOS Holdings, Inc.",Tokyo Stock Exchange,Energy
TYO:5803,Fujikura Ltd.,Tokyo Stock Exchange,Industrials
TYO:7309,Shimano Inc.,Tokyo Stock Exchange,Consumer Discretionary
TYO:9697,"Capcom Co., Ltd.",Tokyo Stock Exchange,Technology
TYO:7270,Subaru Corporation,Tokyo Stock Exchange,Consumer Discretionary
TYO:6326,Kubota Corporation,Tokyo Stock Exchange,Industrials
TYO:6988,Nitto Denko Corporation,Tokyo Stock Exchange,Materials
TYO:9435,"Hikari Tsushin, Inc.",Tokyo Stock Exchange,Industrials
TYO:9503,"The Kansai Electric Power Company, Incorporated",Tokyo Stock Exchange,Utilities
TYO:7012,"Kawasaki Heavy Industries, Ltd.",Tokyo Stock Exchange,Industrials
TYO:4755,"Rakuten Group, Inc.",Tokyo Stock Exchange,Consumer Discretionary
TYO:8421,Shinkin Central Bank,Tokyo Stock Exchange,Financials
TYO:1812,Kajima Corporation,Tokyo Stock Exchange,Industrials
TYO:9531,"Tokyo Gas Co.,Ltd.",Tokyo Stock Exchange,Utilities
TYO:2503,"Kirin Holdings Company, Limited",Tokyo Stock Exchange,Consumer Staples
TYO:9104,"Mitsui O.S.K. Lines, Ltd.",Tokyo Stock Exchange,Industrials
TYO:8795,"T&D Holdings, Inc.",Tokyo Stock Exchange,Financials
TYO:8697,"Japan Exchange Group, Inc.",Tokyo Stock Exchange,Financials
TYO:7453,"Ryohin Keikaku Co., Ltd.",Tokyo Stock Exchange,Consumer Discretionary
TYO:9843,"Nitori Holdings Co., Ltd.",Tokyo Stock Exchange,Consumer Discretionary
TYO:8136,"Sanrio Company, Ltd.",Tokyo Stock Exchange,Consumer Discretionary
TYO:1802,Obayashi Corporation,Tokyo Stock Exchange,Industrials
TYO:8593,Mitsubishi HC Capital Inc.,Tokyo Stock Exchange,Financials
TYO:3402,"Toray Industries, Inc.",Tokyo Stock Exchange,Consumer Discretionary
TYO:6869,Sysmex Corporation,Tokyo Stock Exchange,Healthcare
TYO:9021,West Japan Railway Company,Tokyo Stock Exchange,Industrials
TYO:2587,Suntory Beverage & Food Limited,Tokyo Stock Exchange,Consumer Staples
TYO:4704,Trend Micro Incorporated,Tokyo Stock Exchange,Technology
TYO:9532,"Osaka Gas Co., Ltd.",Tokyo Stock Exchange,Utilities
TYO:3064,"MonotaRO Co., Ltd.",Tokyo Stock Exchange,Consumer Discretionary
TYO:2413,"M3, Inc.",Tokyo Stock Exchange,Healthcare
TYO:9602,"Toho Co., Ltd.",Tokyo Stock Exchange,Communication Services
TYO:3092,"ZOZO, Inc.",Tokyo Stock Exchange,Consumer Discretionary
TYO:8601,Daiwa Securities Group Inc.,Tokyo Stock Exchange,Financials
TYO:6383,"Daifuku Co., Ltd.",Tokyo Stock Exchange,Industrials
TYO:1801,Taisei Corporation,Tokyo Stock Exchange,Industrials
TYO:9202,ANA Holdings Inc.,Tokyo Stock Exchange,Industrials
TYO:8473,"SBI Holdings, Inc.",Tokyo Stock Exchange,Financials
TYO:6920,Lasertec Corporation,Tokyo Stock Exchange,Technology
TYO:7259,Aisin Corporation,Tokyo Stock Exchange,Consumer Discretionary
TYO:9719,SCSK Corporation,Tokyo Stock Exchange,Technology
TYO:5838,"Rakuten Bank, Ltd.",Tokyo Stock Exchange,Financials
TYO:3407,Asahi Kasei Corporation,Tokyo Stock Exchange,Materials
TYO:7202,Isuzu Motors Limited,Tokyo Stock Exchange,Consumer Discretionary
TYO:9107,"Kawasaki Kisen Kaisha, Ltd.",Tokyo Stock Exchange,Industrials
TYO:4151,"Kyowa Kirin Co., Ltd.",Tokyo Stock Exchange,Healthcare
TYO:9201,"Japan Airlines Co., Ltd.",Tokyo Stock Exchange,Industrials
TYO:9502,"Chubu Electric Power Company, Incorporated",Tokyo Stock Exchange,Utilities
TYO:7181,"Japan Post Insurance Co., Ltd.",Tokyo Stock Exchange,Financials
TYO:7550,"Zensho Holdings Co., Ltd.",Tokyo Stock Exchange,Consumer Discretionary
TYO:2801,Kikkoman Corporation,Tokyo Stock Exchange,Consumer Staples
TYO:7201,"Nissan Motor Co., Ltd.",Tokyo Stock Exchange,Consumer Discretionary
TYO:6586,Makita Corporation,Tokyo Stock Exchange,Industrials
TYO:6532,"Baycurrent, Inc.",Tokyo Stock Exchange,Industrials
TYO:285A,Kioxia Holdings Corporation,Tokyo Stock Exchange,Technology
TYO:4523,"Eisai Co., Ltd.",Tokyo Stock Exchange,Healthcare
TYO:8951,Nippon Building Fund Inc.,Tokyo Stock Exchange,Real Estate
TYO:3088,MatsukiyoCocokara & Co.,Tokyo Stock Exchange,Healthcare
TYO:4768,Otsuka Corporation,Tokyo Stock Exchange,Technology
TYO:3003,"Hulic Co., Ltd.",Tokyo Stock Exchange,Real Estate
TYO:1803,Shimizu Corporation,Tokyo Stock Exchange,Industrials
TYO:9684,"Square Enix Holdings Co., Ltd.",Tokyo Stock Exchange,Technology
TYO:9024,Seibu Holdings Inc.,Tokyo Stock Exchange,Industrials
TYO:5929,Sanwa Holdings Corporation,Tokyo Stock Exchange,Industrials
TYO:3626,TIS Inc.,Tokyo Stock Exchange,Technology
TYO:5411,"JFE Holdings, Inc.",Tokyo Stock Exchange,Materials
TYO:7186,"Concordia Financial Group, Ltd.",Tokyo Stock Exchange,Financials
TYO:4188,Mitsubishi Chemical Group Corporation,Tokyo Stock Exchange,Materials
TYO:5019,"Idemitsu Kosan Co.,Ltd.",Tokyo Stock Exchange,Energy
TYO:7272,"Yamaha Motor Co., Ltd.",Tokyo Stock Exchange,Consumer Discretionary
TYO:7911,TOPPAN Holdings Inc.,Tokyo Stock Exchange,Industrials
TYO:6361,Ebara Corporation,Tokyo Stock Exchange,Industrials
TYO:1878,"Daito Trust Construction Co.,Ltd.",Tokyo Stock Exchange,Real Estate
TYO:9042,"Hankyu Hanshin Holdings, Inc.",Tokyo Stock Exchange,Industrials
TYO:4204,"Sekisui Chemical Co., Ltd.",Tokyo Stock Exchange,Industrials
TYO:7701,Shimadzu Corporation,Tokyo Stock Exchange,Technology
TYO:3038,"Kobe Bussan Co., Ltd.",Tokyo Stock Exchange,Consumer Staples
TYO:7735,"SCREEN Holdings Co., Ltd.",Tokyo Stock Exchange,Technology
TYO:9005,Tokyu Corporation,Tokyo Stock Exchange,Consumer Discretionary
TYO:4911,"Shiseido Company, Limited",Tokyo Stock Exchange,Consumer Staples
TYO:9023,"Tokyo Metro Co., Ltd.",Tokyo Stock Exchange,
TYO:6504,"Fuji Electric Co., Ltd.",Tokyo Stock Exchange,Industrials
TYO:7912,"Dai Nippon Printing Co., Ltd.",Tokyo Stock Exchange,Industrials
TYO:3350,Metaplanet Inc.,Tokyo Stock Exchange,Consumer Discretionary
TYO:6305,"Hitachi Construction Machinery Co., Ltd.",Tokyo Stock Exchange,Industrials
TYO:5831,"Shizuoka Financial Group,Inc.",Tokyo Stock Exchange,Financials
TYO:6841,Yokogawa Electric Corporation,Tokyo Stock Exchange,Industrials
TYO:5713,"Sumitomo Metal Mining Co., Ltd.",Tokyo Stock Exchange,Materials
TYO:8331,"The Chiba Bank, Ltd.",Tokyo Stock Exchange,Financials
TYO:5201,AGC Inc.,Tokyo Stock Exchange,Materials
TYO:5334,"Niterra Co., Ltd.",Tokyo Stock Exchange,Consumer Discretionary
TYO:9143,"SG Holdings Co.,Ltd.",Tokyo Stock Exchange,Industrials
TYO:1911,"Sumitomo Forestry Co., Ltd.",Tokyo Stock Exchange,Consumer Discretionary
TYO:2875,"Toyo Suisan Kaisha, Ltd.",Tokyo Stock Exchange,Consumer Staples
TYO:2897,"Nissin Foods Holdings Co.,Ltd.",Tokyo Stock Exchange,Consumer Staples
TYO:2269,"Meiji Holdings Co., Ltd.",Tokyo Stock Exchange,Consumer Staples
TYO:6506,YASKAWA Electric Corporation,Tokyo Stock Exchange,Industrials
TYO:2267,"Yakult Honsha Co.,Ltd.",Tokyo Stock Exchange,Consumer Staples
TYO:8952,Japan Real Estate Investment Corporation,Tokyo Stock Exchange,Real Estate
TYO:3099,Isetan Mitsukoshi Holdings Ltd.,Tokyo Stock Exchange,Consumer Discretionary
TYO:2702,"McDonald's Holdings Company (Japan), Ltd.",Tokyo Stock Exchange,Consumer Discretionary
TYO:9404,"Nippon Television Holdings, Inc.",Tokyo Stock Exchange,Communication Services
TYO:4062,"Ibiden Co.,Ltd.",Tokyo Stock Exchange,Technology
TYO:4324,Dentsu Group Inc.,Tokyo Stock Exchange,Communication Services
TYO:6479,MINEBEA MITSUMI Inc.,Tokyo Stock Exchange,Technology
TYO:1944,Kinden Corporation,Tokyo Stock Exchange,Industrials
TYO:4784,"GMO internet, Inc.",Tokyo Stock Exchange,Technology
TYO:8439,Tokyo Century Corporation,Tokyo Stock Exchange,Industrials
TYO:4751,"CyberAgent, Inc.",Tokyo Stock Exchange,Communication Services
TYO:1773,YTL Corporation Berhad,Tokyo Stock Exchange,Utilities
TYO:7752,"Ricoh Company, Ltd.",Tokyo Stock Exchange,Industrials
TYO:4732,"USS Co., Ltd.",Tokyo Stock Exchange,Consumer Discretionary
TYO:6645,OMRON Corporation,Tokyo Stock Exchange,Technology
TYO:8354,"Fukuoka Financial Group, Inc.",Tokyo Stock Exchange,Financials
TYO:3289,Tokyu Fudosan Holdings Corporation,Tokyo Stock Exchange,Real Estate
TYO:6465,Hoshizaki Corporation,Tokyo Stock Exchange,Industrials
TYO:3563,Food & Life Companies Ltd.,Tokyo Stock Exchange,Consumer Discretionary
TYO:2327,NS Solutions Corporation,Tokyo Stock Exchange,Technology
TYO:7163,"SBI Sumishin Net Bank, Ltd.",Tokyo Stock Exchange,Financials
TYO:2768,Sojitz Corporation,Tokyo Stock Exchange,Industrials
TYO:3231,"Nomura Real Estate Holdings, Inc.",Tokyo Stock Exchange,Real Estate
TYO:3635,"Koei Tecmo Holdings Co., Ltd.",Tokyo Stock Exchange,Technology
TYO:6525,Kokusai Electric Corporation,Tokyo Stock Exchange,Technology
TYO:4528,"Ono Pharmaceutical Co., Ltd.",Tokyo Stock Exchange,Healthcare
TYO:3197,"Skylark Holdings Co., Ltd.",Tokyo Stock Exchange,Consumer Discretionary
TYO:8227,"SHIMAMURA Co., Ltd.",Tokyo Stock Exchange,Consumer Discretionary
TYO:2670,"ABC-Mart,Inc.",Tokyo Stock Exchange,Consumer Discretionary
TYO:9401,"TBS Holdings,Inc.",Tokyo Stock Exchange,Communication Services
TYO:5016,JX Advanced Metals Corporation,Tokyo Stock Exchange,Technology
TYO:3288,"Open House Group Co., Ltd.",Tokyo Stock Exchange,Real Estate
TYO:8953,Japan Metropolitan Fund Investment Corporation,Tokyo Stock Exchange,Real Estate
TYO:3349,COSMOS Pharmaceutical Corporation,Tokyo Stock Exchange,Healthcare
TYO:3769,"GMO Payment Gateway, Inc.",Tokyo Stock Exchange,Technology
TYO:5844,"Kyoto Financial Group,Inc.",Tokyo Stock Exchange,Financials
TYO:7167,"Mebuki Financial Group,Inc.",Tokyo Stock Exchange,Financials
TYO:9147,"Nippon Express Holdings, Inc.",Tokyo Stock Exchange,Industrials
TYO:4816,"Toei Animation Co.,Ltd.",Tokyo Stock Exchange,Communication Services
TYO:9009,"Keisei Electric Railway Co., Ltd.",Tokyo Stock Exchange,Industrials
TYO:3462,"Nomura Real Estate Master Fund, Inc.",Tokyo Stock Exchange,Real Estate
TYO:4042,Tosoh Corporation,Tokyo Stock Exchange,Materials
TYO:3283,"Nippon Prologis REIT, Inc.",Tokyo Stock Exchange,Real Estate
TYO:6845,Azbil Corporation,Tokyo Stock Exchange,Industrials
TYO:8572,"Acom Co., Ltd.",Tokyo Stock Exchange,Financials
TYO:6963,"ROHM Co., Ltd.",Tokyo Stock Exchange,Technology
TYO:7747,"Asahi Intecc Co., Ltd.",Tokyo Stock Exchange,Healthcare
TYO:5406,"Kobe Steel, Ltd.",Tokyo Stock Exchange,Materials
TYO:8905,"AEON Mall Co., Ltd.",Tokyo Stock Exchange,Real Estate
TYO:4403,NOF Corporation,Tokyo Stock Exchange,Materials
TYO:6460,Sega Sammy Holdings Inc.,Tokyo Stock Exchange,Technology
TYO:2212,"Yamazaki Baking Co., Ltd.",Tokyo Stock Exchange,Consumer Staples
TYO:3861,Oji Holdings Corporation,Tokyo Stock Exchange,Materials
TYO:9064,"Yamato Holdings Co., Ltd.",Tokyo Stock Exchange,Industrials
TYO:4733,"OBIC Business Consultants Co., Ltd.",Tokyo Stock Exchange,Technology
TYO:6448,"Brother Industries, Ltd.",Tokyo Stock Exchange,Industrials
TYO:1942,"Kandenko Co.,Ltd.",Tokyo Stock Exchange,Industrials
TYO:5332,TOTO LTD.,Tokyo Stock Exchange,Industrials
TYO:8972,KDX Realty Investment Corporation,Tokyo Stock Exchange,Real Estate
TYO:8253,"Credit Saison Co., Ltd.",Tokyo Stock Exchange,Financials
TYO:9501,"Tokyo Electric Power Company Holdings, Incorporated",Tokyo Stock Exchange,Utilities
TYO:3281,GLP J-REIT,Tokyo Stock Exchange,Real Estate
TYO:2181,"Persol Holdings Co.,Ltd.",Tokyo Stock Exchange,Industrials
TYO:4183,"Mitsui Chemicals, Inc.",Tokyo Stock Exchange,Materials
TYO:6724,Seiko Epson Corporation,Tokyo Stock Exchange,Technology
TYO:4676,"Fuji Media Holdings, Inc.",Tokyo Stock Exchange,Communication Services
TYO:6370,Kurita Water Industries Ltd.,Tokyo Stock Exchange,Industrials
TYO:4004,Resonac Holdings Corporation,Tokyo Stock Exchange,Materials
TYO:1808,HASEKO Corporation,Tokyo Stock Exchange,Consumer Discretionary
TYO:8056,BIPROGY Inc.,Tokyo Stock Exchange,Technology
TYO:3405,"Kuraray Co., Ltd.",Tokyo Stock Exchange,Materials
TYO:9142,Kyushu Railway Company,Tokyo Stock Exchange,Industrials
TYO:9508,"Kyushu Electric Power Company, Incorporated",Tokyo Stock Exchange,Utilities
TYO:4021,Nissan Chemical Corporation,Tokyo Stock Exchange,Materials
TYO:8060,Canon Marketing Japan Inc.,Tokyo Stock Exchange,Industrials
TYO:4536,"Santen Pharmaceutical Co., Ltd.",Tokyo Stock Exchange,Healthcare
TYO:6806,"Hirose Electric Co.,Ltd.",Tokyo Stock Exchange,Technology
TYO:2501,Sapporo Holdings Limited,Tokyo Stock Exchange,Consumer Staples
TYO:9007,"Odakyu Electric Railway Co., Ltd.",Tokyo Stock Exchange,Industrials
TYO:7649,"Sugi Holdings Co.,Ltd.",Tokyo Stock Exchange,Healthcare
TYO:7211,Mitsubishi Motors Corporation,Tokyo Stock Exchange,Consumer Discretionary
TYO:5444,"Yamato Kogyo Co., Ltd.",Tokyo Stock Exchange,Materials
TYO:3291,"Iida Group Holdings Co., Ltd.",Tokyo Stock Exchange,Consumer Discretionary
TYO:4005,"Sumitomo Chemical Company, Limited",Tokyo Stock Exchange,Materials
TYO:5101,"The Yokohama Rubber Company, Limited",Tokyo Stock Exchange,Consumer Discretionary
TYO:3391,Tsuruha Holdings Inc.,Tokyo Stock Exchange,Healthcare
TYO:8984,Daiwa House REIT Investment Corporation,Tokyo Stock Exchange,Real Estate
TYO:9468,Kadokawa Corporation,Tokyo Stock Exchange,Communication Services
TYO:8252,"Marui Group Co., Ltd.",Tokyo Stock Exchange,Financials
TYO:5631,"The Japan Steel Works, Ltd.",Tokyo Stock Exchange,Industrials
TYO:8359,"The Hachijuni Bank, Ltd.",Tokyo Stock Exchange,Financials
TYO:8804,"Tokyo Tatemono Co., Ltd.",Tokyo Stock Exchange,Real Estate
TYO:7261,Mazda Motor Corporation,Tokyo Stock Exchange,Consumer Discretionary
TYO:6417,"Sankyo Co., Ltd.",Tokyo Stock Exchange,Consumer Discretionary
TYO:3141,"Welcia Holdings Co., Ltd.",Tokyo Stock Exchange,Healthcare
TYO:9962,MISUMI Group Inc.,Tokyo Stock Exchange,Industrials
TYO:9041,"Kintetsu Group Holdings Co.,Ltd.",Tokyo Stock Exchange,Industrials
TYO:2371,"Kakaku.com, Inc.",Tokyo Stock Exchange,Communication Services
TYO:5333,"NGK Insulators, Ltd.",Tokyo Stock Exchange,Industrials
TYO:5947,Rinnai Corporation,Tokyo Stock Exchange,Consumer Discretionary
TYO:9989,"Sundrug Co.,Ltd.",Tokyo Stock Exchange,Healthcare
TYO:3774,Internet Initiative Japan Inc.,Tokyo Stock Exchange,Communication Services
TYO:3086,"J. Front Retailing Co., Ltd.",Tokyo Stock Exchange,Consumer Discretionary
TYO:5021,"Cosmo Energy Holdings Co., Ltd.",Tokyo Stock Exchange,Energy
TYO:8954,ORIX JREIT Inc.,Tokyo Stock Exchange,Real Estate
TYO:7276,"Koito Manufacturing Co., Ltd.",Tokyo Stock Exchange,Consumer Discretionary
TYO:2282,NH Foods Ltd.,Tokyo Stock Exchange,Consumer Staples
TYO:2002,Nisshin Seifun Group Inc.,Tokyo Stock Exchange,Consumer Staples
TYO:9506,"Tohoku Electric Power Company, Incorporated",Tokyo Stock Exchange,Utilities
TYO:5801,"Furukawa Electric Co., Ltd.",Tokyo Stock Exchange,Industrials
TYO:9001,"Tobu Railway Co., Ltd.",Tokyo Stock Exchange,Industrials
TYO:2331,"Sohgo Security Services Co.,Ltd.",Tokyo Stock Exchange,Industrials
TYO:7564,"Workman Co.,Ltd.",Tokyo Stock Exchange,Consumer Discretionary
TYO:8963,Invincible Investment Corporation,Tokyo Stock Exchange,Real Estate
TYO:7459,MediPal Holdings Corporation,Tokyo Stock Exchange,Healthcare
TYO:6113,"Amada Co., Ltd.",Tokyo Stock Exchange,Industrials
TYO:8960,United Urban Investment Corporation,Tokyo Stock Exchange,Real Estate
TYO:2871,Nichirei Corporation,Tokyo Stock Exchange,Consumer Staples
TYO:7731,Nikon Corporation,Tokyo Stock Exchange,Consumer Discretionary
TYO:5938,LIXIL Corporation,Tokyo Stock Exchange,Industrials
TYO:5105,Toyo Tire Corporation,Tokyo Stock Exchange,Consumer Discretionary
TYO:4527,"Rohto Pharmaceutical Co.,Ltd.",Tokyo Stock Exchange,Consumer Staples
TYO:2809,Kewpie Corporation,Tokyo Stock Exchange,Consumer Staples
TYO:7951,Yamaha Corporation,Tokyo Stock Exchange,Consumer Discretionary
TYO:8377,"Hokuhoku Financial Group, Inc.",Tokyo Stock Exchange,Financials
TYO:4088,Air Water Inc.,Tokyo Stock Exchange,Materials
TYO:4186,"Tokyo Ohka Kogyo Co., Ltd.",Tokyo Stock Exchange,Technology
TYO:3697,SHIFT Inc.,Tokyo Stock Exchange,Technology
TYO:8334,"The Gunma Bank, Ltd.",Tokyo Stock Exchange,Financials
TYO:6965,Hamamatsu Photonics K.K.,Tokyo Stock Exchange,Technology
TYO:5901,"Toyo Seikan Group Holdings, Ltd.",Tokyo Stock Exchange,Consumer Discretionary
TYO:5344,"Maruwa Co.,Ltd.",Tokyo Stock Exchange,Technology
TYO:5830,"Iyogin Holdings,Inc.",Tokyo Stock Exchange,Financials
TYO:6481,"THK Co., Ltd.",Tokyo Stock Exchange,Industrials
TYO:6753,Sharp Corporation,Tokyo Stock Exchange,Technology
TYO:6406,"Fujitec Co., Ltd.",Tokyo Stock Exchange,Industrials
TYO:5110,"Sumitomo Rubber Industries, Ltd.",Tokyo Stock Exchange,Consumer Discretionary
TYO:1969,"Takasago Thermal Engineering Co., Ltd.",Tokyo Stock Exchange,Industrials
TYO:6856,"HORIBA, Ltd.",Tokyo Stock Exchange,Technology
TYO:4812,Dentsu Soken Inc.,Tokyo Stock Exchange,Technology
TYO:7164,"ZENKOKU HOSHO Co.,Ltd.",Tokyo Stock Exchange,Financials
TYO:6141,"DMG Mori Co., Ltd.",Tokyo Stock Exchange,Industrials
TYO:9513,"Electric Power Development Co., Ltd.",Tokyo Stock Exchange,Utilities
TYO:4912,Lion Corporation,Tokyo Stock Exchange,Consumer Staples
TYO:3269,Advance Residence Investment Corporation,Tokyo Stock Exchange,Real Estate
TYO:4182,"Mitsubishi Gas Chemical Company, Inc.",Tokyo Stock Exchange,Materials
TYO:4385,"Mercari, Inc.",Tokyo Stock Exchange,Consumer Discretionary
